IPI	Description	Protein Length	TMHMM Topology	List of Transmembrane Loops and Sequon Data	Avg-loop.i	Avg-loop.o
IPI00894850	TREMBL B2KG62	471	i66-88o108-130i143-165o170-192i213-232o290-312i	i(1-66=65)/1 o(88-108=20)/0 i(130-143=13)/0 o(165-170=5)/0 i(192-213=21)/0 o(232-290=58)/0 i(312-471=159)/0 	64.5	27.6667
IPI00129862	SWISS-PROT O88319	424	i66-88o108-130i188-210o237-259i307-326o346-368i	i(1-66=65)/1 o(88-108=20)/0 i(130-188=58)/0 o(210-237=27)/0 i(259-307=48)/0 o(326-346=20)/0 i(368-424=56)/0 	56.75	22.3333
IPI00876038	SWISS-PROT Q8BMW7	416	i66-88o132-154i166-188o208-227i239-261o276-298i305-327o337-354i	i(1-66=65)/1 o(88-132=44)/0 i(154-166=12)/0 o(188-208=20)/0 i(227-239=12)/0 o(261-276=15)/0 i(298-305=7)/0 o(327-337=10)/0 i(354-416=62)/0 	31.6	22.25
IPI00831629	TREMBL E9Q0M7 Q8VH36	841	i66-88o285-307i339-361o	i(1-66=65)/1 o(88-285=197)/0 i(307-339=32)/0 o(361-841=480)/0 	48.5	338.5
IPI00420543	TREMBL Q3U2B7 Q6DFW5 Q6ZQ17 Q78I20 Q8R0F1	1175	i66-88o285-307i339-361o864-883i959-981o996-1018i1031-1053o1063-1085i	i(1-66=65)/1 o(88-285=197)/0 i(307-339=32)/0 o(361-864=503)/0 i(883-959=76)/0 o(981-996=15)/0 i(1018-1031=13)/0 o(1053-1063=10)/0 i(1085-1175=90)/0 	55.2	181.25
IPI00882008	TREMBL Q8C872	515	i66-88o490-512i	i(1-66=65)/1 o(88-490=402)/0 i(512-515=3)/0 	34	402
IPI00403727	SWISS-PROT Q8R239-3	303	i66-88o92-114i	i(1-66=65)/1 o(88-92=4)/0 i(114-303=189)/0 	127	4
IPI00169573	SWISS-PROT Q8C025-2	237	i66-88o93-110i159-178o	i(1-66=65)/1 o(88-93=5)/0 i(110-159=49)/0 o(178-237=59)/0 	57	32
IPI00406012	SWISS-PROT Q8C025-3	232	i66-88o93-110i159-181o	i(1-66=65)/1 o(88-93=5)/0 i(110-159=49)/0 o(181-232=51)/0 	57	28
IPI00894790	TREMBL D6RCW3	218	i66-88o93-110i159-181o191-213i	i(1-66=65)/1 o(88-93=5)/0 i(110-159=49)/0 o(181-191=10)/0 i(213-218=5)/0 	39.6667	7.5
IPI00480533	SWISS-PROT Q8C025-1	398	i66-88o93-110i159-181o191-213i226-248o263-282i295-317o349-371i	i(1-66=65)/1 o(88-93=5)/0 i(110-159=49)/0 o(181-191=10)/0 i(213-226=13)/0 o(248-263=15)/0 i(282-295=13)/0 o(317-349=32)/0 i(371-398=27)/0 	33.4	15.5
IPI00895375	TREMBL D3YU39	406	i66-88o93-110i159-181o191-213i226-248o263-282i295-317o349-371i	i(1-66=65)/1 o(88-93=5)/0 i(110-159=49)/0 o(181-191=10)/0 i(213-226=13)/0 o(248-263=15)/0 i(282-295=13)/0 o(317-349=32)/0 i(371-406=35)/0 	35	15.5
IPI00757485	TREMBL Q8BMS7	669	i67-84o88-103i252-269o284-306i	i(1-67=66)/1 o(84-88=4)/0 i(103-252=149)/0 o(269-284=15)/0 i(306-669=363)/0 	192.667	9.5
IPI00311514	SWISS-PROT P28662	125	i67-86o90-112i	i(1-67=66)/1 o(86-90=4)/0 i(112-125=13)/0 	39.5	4
IPI00117637	SWISS-PROT O54709	232	i67-89o	i(1-67=66)/1 o(89-232=143)/0 	66	143
IPI00170176	SWISS-PROT Q8K480-1	584	i67-89o	i(1-67=66)/1 o(89-584=495)/0 	66	495
IPI00742294	SWISS-PROT Q8K480-2	578	i67-89o	i(1-67=66)/1 o(89-578=489)/0 	66	489
IPI00928103	TREMBL E0CXS1	394	i67-89o	i(1-67=66)/1 o(89-394=305)/0 	66	305
IPI00153278	SWISS-PROT Q8R139	528	i67-89o104-126i138-160o230-252i347-369o410-432i445-467o482-504i	i(1-67=66)/1 o(89-104=15)/0 i(126-138=12)/0 o(160-230=70)/0 i(252-347=95)/0 o(369-410=41)/0 i(432-445=13)/0 o(467-482=15)/0 i(504-528=24)/0 	42	35.25
IPI00227534	SWISS-PROT Q8BZH0-2	374	i67-89o104-126i319-341o351-373i	i(1-67=66)/1 o(89-104=15)/0 i(126-319=193)/0 o(341-351=10)/0 i(373-374=1)/0 	86.6667	12.5
IPI00886138	TREMBL F7CEQ5	139	i67-89o109-131i	i(1-67=66)/1 o(89-109=20)/0 i(131-139=8)/0 	37	20
IPI00420590	SWISS-PROT Q7TME0	766	i67-89o123-145i179-201o278-297i310-332o	i(1-67=66)/1 o(89-123=34)/0 i(145-179=34)/0 o(201-278=77)/0 i(297-310=13)/0 o(332-766=434)/0 	37.6667	181.667
IPI00138179	SWISS-PROT Q9QZW0-2	1113	i67-89o291-313i344-363o900-922i954-976o986-1008i1020-1042o1062-1084i	i(1-67=66)/1 o(89-291=202)/0 i(313-344=31)/0 o(363-900=537)/0 i(922-954=32)/0 o(976-986=10)/0 i(1008-1020=12)/0 o(1042-1062=20)/0 i(1084-1113=29)/0 	34	192.25
IPI00654967	SWISS-PROT Q9QZW0-1	1129	i67-89o291-313i344-363o903-925i957-979o989-1011i1023-1045o1065-1087i	i(1-67=66)/1 o(89-291=202)/0 i(313-344=31)/0 o(363-903=540)/0 i(925-957=32)/0 o(979-989=10)/0 i(1011-1023=12)/0 o(1045-1065=20)/0 i(1087-1129=42)/0 	36.6	193
IPI00670268	TREMBL E9QKK8	1116	i67-89o291-313i344-363o903-925i957-979o989-1011i1023-1045o1065-1087i	i(1-67=66)/1 o(89-291=202)/0 i(313-344=31)/0 o(363-903=540)/0 i(925-957=32)/0 o(979-989=10)/0 i(1011-1023=12)/0 o(1045-1065=20)/0 i(1087-1116=29)/0 	34	193
IPI00380739	SWISS-PROT Q7TSH8	1360	i67-89o94-113i280-302o317-339i1096-1118o1128-1145i1173-1195o1239-1256i1268-1290o1310-1332i	i(1-67=66)/1 o(89-94=5)/0 i(113-280=167)/0 o(302-317=15)/0 i(339-1096=757)/0 o(1118-1128=10)/0 i(1145-1173=28)/0 o(1195-1239=44)/0 i(1256-1268=12)/0 o(1290-1310=20)/0 i(1332-1360=28)/0 	176.333	18.8
IPI00468999	SWISS-PROT Q99L43	444	i67-89o94-116i129-151o166-184i191-213o223-245i258-280o336-358i	i(1-67=66)/1 o(89-94=5)/0 i(116-129=13)/0 o(151-166=15)/0 i(184-191=7)/0 o(213-223=10)/0 i(245-258=13)/0 o(280-336=56)/0 i(358-444=86)/0 	37	21.5
IPI00322530	SWISS-PROT P13516	355	i67-89o99-121i213-232o247-269i	i(1-67=66)/1 o(89-99=10)/0 i(121-213=92)/0 o(232-247=15)/0 i(269-355=86)/0 	81.3333	12.5
IPI00224869	TREMBL Q8BT71	90	i68-87o	i(1-68=67)/1 o(87-90=3)/0 	67	3
IPI00754945	TREMBL A2AJ14	238	i68-87o	i(1-68=67)/1 o(87-238=151)/0 	67	151
IPI00165731	SWISS-PROT Q99LR1	398	i68-90o	i(1-68=67)/1 o(90-398=308)/0 	67	308
IPI00396840	SWISS-PROT Q4PZA2-1	769	i68-90o	i(1-68=67)/1 o(90-769=679)/0 	67	679
IPI00402816	SWISS-PROT Q3UNN8-1	536	i68-90o	i(1-68=67)/1 o(90-536=446)/0 	67	446
IPI00405224	TREMBL E9Q3C0 Q3V1H5	719	i68-90o	i(1-68=67)/1 o(90-719=629)/0 	67	629
IPI00654314	TREMBL Q3V0S1	108	i68-90o	i(1-68=67)/1 o(90-108=18)/0 	67	18
IPI00895120	TREMBL D6RFU2	298	i68-90o	i(1-68=67)/1 o(90-298=208)/0 	67	208
IPI00226906	TREMBL Q497Y9 Q8C860	356	i68-90o100-119i131-153o173-195i222-244o259-281i	i(1-68=67)/1 o(90-100=10)/0 i(119-131=12)/0 o(153-173=20)/0 i(195-222=27)/0 o(244-259=15)/0 i(281-356=75)/0 	45.25	15
IPI00404631	TREMBL Q8BSC7	229	i68-90o100-122i143-165o180-202i209-228o	i(1-68=67)/1 o(90-100=10)/0 i(122-143=21)/0 o(165-180=15)/0 i(202-209=7)/0 o(228-229=1)/0 	31.6667	8.66667
IPI00120751	SWISS-PROT Q3UHK1	637	i68-90o110-132i139-158o163-185i197-219o229-248i314-336o351-373i385-407o496-518i531-553o558-580i	i(1-68=67)/1 o(90-110=20)/0 i(132-139=7)/0 o(158-163=5)/0 i(185-197=12)/0 o(219-229=10)/0 i(248-314=66)/0 o(336-351=15)/0 i(373-385=12)/0 o(407-496=89)/0 i(518-531=13)/0 o(553-558=5)/0 i(580-637=57)/0 	33.4286	24
IPI00785281	TREMBL Q5D073	193	i68-90o110-132i162-184o	i(1-68=67)/1 o(90-110=20)/0 i(132-162=30)/0 o(184-193=9)/0 	48.5	14.5
IPI00112494	SWISS-PROT Q6UJB9-2	209	i68-90o129-151i	i(1-68=67)/1 o(90-129=39)/0 i(151-209=58)/0 	62.5	39
IPI00379567	SWISS-PROT Q6UJB9-1	264	i68-90o129-151i	i(1-68=67)/1 o(90-129=39)/0 i(151-264=113)/0 	90	39
IPI00221995	SWISS-PROT A2AGA4	302	i68-90o130-152i159-176o182-204i211-233o243-265i277-299o	i(1-68=67)/1 o(90-130=40)/0 i(152-159=7)/0 o(176-182=6)/0 i(204-211=7)/0 o(233-243=10)/0 i(265-277=12)/0 o(299-302=3)/0 	23.25	14.75
IPI00987421	TREMBL Q8BLY6	460	i68-90o140-162i203-225o273-295i420-439o	i(1-68=67)/1 o(90-140=50)/0 i(162-203=41)/0 o(225-273=48)/0 i(295-420=125)/0 o(439-460=21)/0 	77.6667	39.6667
IPI00226229	SWISS-PROT Q8BWC0-1	731	i68-90o140-162i203-225o273-295i420-439o459-481i488-510o525-542i563-585o623-642i655-677o	i(1-68=67)/1 o(90-140=50)/0 i(162-203=41)/0 o(225-273=48)/0 i(295-420=125)/0 o(439-459=20)/0 i(481-488=7)/0 o(510-525=15)/0 i(542-563=21)/0 o(585-623=38)/0 i(642-655=13)/0 o(677-731=54)/0 	45.6667	37.5
IPI00124792	SWISS-PROT Q9JM63	379	i68-90o144-166i	i(1-68=67)/1 o(90-144=54)/0 i(166-379=213)/0 	140	54
IPI00985821	TREMBL B9EIV1 F7AJV5 Q499F6 Q8C7Z5	379	i68-90o144-166i	i(1-68=67)/1 o(90-144=54)/0 i(166-379=213)/0 	140	54
IPI00875230	TREMBL Q8BUW1 Q8BWJ6 Q8BZB0	535	i68-90o151-173i180-199o230-252i265-287o297-319i	i(1-68=67)/1 o(90-151=61)/0 i(173-180=7)/0 o(199-230=31)/0 i(252-265=13)/0 o(287-297=10)/0 i(319-535=216)/0 	75.75	34
IPI00381298	TREMBL Q497L9	629	i68-90o186-203i210-232o242-264i271-290o294-316i376-398o408-430i437-459o463-485i498-517o522-544i	i(1-68=67)/1 o(90-186=96)/0 i(203-210=7)/0 o(232-242=10)/0 i(264-271=7)/0 o(290-294=4)/0 i(316-376=60)/0 o(398-408=10)/0 i(430-437=7)/0 o(459-463=4)/0 i(485-498=13)/0 o(517-522=5)/0 i(544-629=85)/0 	35.1429	21.5
IPI00881620	TREMBL D3Z4W4	416	i68-90o94-116i181-203o	i(1-68=67)/1 o(90-94=4)/0 i(116-181=65)/0 o(203-416=213)/0 	66	108.5
IPI00123184	SWISS-PROT P58735	704	i68-90o94-116i185-207o260-282i295-314o347-369i382-404o417-439i477-499o	i(1-68=67)/1 o(90-94=4)/0 i(116-185=69)/0 o(207-260=53)/0 i(282-295=13)/0 o(314-347=33)/0 i(369-382=13)/0 o(404-417=13)/0 i(439-477=38)/0 o(499-704=205)/0 	40	61.6
IPI00321232	SWISS-PROT Q8R314	524	i69-86o101-120i241-263o268-290i297-319o329-348i360-382o397-419i421-443o453-475i	i(1-69=68)/1 o(86-101=15)/0 i(120-241=121)/0 o(263-268=5)/0 i(290-297=7)/0 o(319-329=10)/0 i(348-360=12)/0 o(382-397=15)/0 i(419-421=2)/0 o(443-453=10)/0 i(475-524=49)/0 	43.1667	11
IPI00457981	TREMBL E9Q329 Q8VEK9 Q9CXC0	259	i69-88o98-120i125-147o151-173i194-213o228-247i	i(1-69=68)/1 o(88-98=10)/0 i(120-125=5)/0 o(147-151=4)/0 i(173-194=21)/0 o(213-228=15)/0 i(247-259=12)/0 	26.5	9.66667
IPI00985646	TREMBL Q80XC0	259	i69-88o98-120i125-147o151-173i194-213o228-247i	i(1-69=68)/1 o(88-98=10)/0 i(120-125=5)/0 o(147-151=4)/0 i(173-194=21)/0 o(213-228=15)/0 i(247-259=12)/0 	26.5	9.66667
IPI00124600	SWISS-PROT Q9ES07	740	i69-88o98-120i125-147o151-173i194-213o228-247i309-327o357-379i391-408o659-681i686-708o	i(1-69=68)/1 o(88-98=10)/0 i(120-125=5)/0 o(147-151=4)/0 i(173-194=21)/0 o(213-228=15)/0 i(247-309=62)/0 o(327-357=30)/0 i(379-391=12)/0 o(408-659=251)/0 i(681-686=5)/0 o(708-740=32)/0 	28.8333	57
IPI00989768	ENSEMBL ENSMUSP00000029499	724	i69-88o98-120i141-163o221-243i252-274o301-323i335-357o457-479i492-509o524-546i566-588o613-635i	i(1-69=68)/1 o(88-98=10)/0 i(120-141=21)/0 o(163-221=58)/0 i(243-252=9)/0 o(274-301=27)/0 i(323-335=12)/0 o(357-457=100)/0 i(479-492=13)/0 o(509-524=15)/0 i(546-566=20)/0 o(588-613=25)/0 i(635-724=89)/0 	33.1429	39.1667
IPI00229554	SWISS-PROT Q8BJI1	727	i69-88o98-120i141-163o221-243i252-274o301-323i335-357o460-482i495-512o527-549i569-591o616-638i	i(1-69=68)/1 o(88-98=10)/0 i(120-141=21)/0 o(163-221=58)/0 i(243-252=9)/0 o(274-301=27)/0 i(323-335=12)/0 o(357-460=103)/0 i(482-495=13)/0 o(512-527=15)/0 i(549-569=20)/0 o(591-616=25)/0 i(638-727=89)/0 	33.1429	39.6667
IPI00119955	SWISS-PROT Q61327	619	i69-88o98-120i141-163o237-255i264-286o310-332i345-367o397-419i446-468o478-500i521-543o558-577i	i(1-69=68)/1 o(88-98=10)/0 i(120-141=21)/0 o(163-237=74)/0 i(255-264=9)/0 o(286-310=24)/0 i(332-345=13)/0 o(367-397=30)/0 i(419-446=27)/0 o(468-478=10)/0 i(500-521=21)/0 o(543-558=15)/0 i(577-619=42)/0 	28.7143	27.1667
IPI00944117	TREMBL Q8BM80	498	i69-90o105-127i134-156o194-216i306-328o333-355i372-394o414-436i449-471o	i(1-69=68)/1 o(90-105=15)/0 i(127-134=7)/0 o(156-194=38)/0 i(216-306=90)/0 o(328-333=5)/0 i(355-372=17)/0 o(394-414=20)/0 i(436-449=13)/0 o(471-498=27)/0 	39	21
IPI00311833	SWISS-PROT Q8VE47	403	i69-91o	i(1-69=68)/1 o(91-403=312)/0 	68	312
IPI00319889	TREMBL Q80WP0 Q8CJC7	226	i69-91o	i(1-69=68)/1 o(91-226=135)/0 	68	135
IPI00459743	TREMBL Q8C8F1	101	i69-91o	i(1-69=68)/1 o(91-101=10)/0 	68	10
IPI00856401	TREMBL D6RCJ9	109	i69-91o	i(1-69=68)/1 o(91-109=18)/0 	68	18
IPI00881004	TREMBL D6RH76	130	i69-91o	i(1-69=68)/1 o(91-130=39)/0 	68	39
IPI00453817	SWISS-PROT Q8CFE6	504	i69-91o101-123i189-211o215-237i327-349o369-391i412-431o436-458i470-492o	i(1-69=68)/1 o(91-101=10)/0 i(123-189=66)/0 o(211-215=4)/0 i(237-327=90)/0 o(349-369=20)/0 i(391-412=21)/0 o(431-436=5)/0 i(458-470=12)/0 o(492-504=12)/0 	51.4	10.2
IPI00986848	TREMBL F6ZVY8	125	i69-91o106-124i	i(1-69=68)/1 o(91-106=15)/0 i(124-125=1)/0 	34.5	15
IPI00228324	SWISS-PROT Q8CBH5-1	775	i69-91o106-125i134-153o289-311i332-354o369-388i453-475o510-530i543-565o580-602i609-628o	i(1-69=68)/1 o(91-106=15)/0 i(125-134=9)/0 o(153-289=136)/0 i(311-332=21)/0 o(354-369=15)/0 i(388-453=65)/0 o(475-510=35)/0 i(530-543=13)/0 o(565-580=15)/0 i(602-609=7)/0 o(628-775=147)/0 	30.5	60.5
IPI00262303	SWISS-PROT Q8CBH5-2	794	i69-91o106-125i134-153o289-311i332-354o369-388i453-475o510-530i543-565o580-602i609-628o	i(1-69=68)/1 o(91-106=15)/0 i(125-134=9)/0 o(153-289=136)/0 i(311-332=21)/0 o(354-369=15)/0 i(388-453=65)/0 o(475-510=35)/0 i(530-543=13)/0 o(565-580=15)/0 i(602-609=7)/0 o(628-794=166)/0 	30.5	63.6667
IPI00109153	SWISS-PROT Q3TXX4	560	i69-91o116-138i145-167o206-228i233-255o301-323i340-362o402-424i436-458o468-490i	i(1-69=68)/1 o(91-116=25)/0 i(138-145=7)/0 o(167-206=39)/0 i(228-233=5)/0 o(255-301=46)/0 i(323-340=17)/0 o(362-402=40)/0 i(424-436=12)/0 o(458-468=10)/0 i(490-560=70)/0 	29.8333	32
IPI00720240	SWISS-PROT O88932	375	i69-91o143-165i	i(1-69=68)/1 o(91-143=52)/0 i(165-375=210)/0 	139	52
IPI00112948	SWISS-PROT Q9ES97-3	237	i69-91o171-193i	i(1-69=68)/1 o(91-171=80)/0 i(193-237=44)/0 	56	80
IPI00322156	SWISS-PROT Q9DCP2	505	i69-91o95-117i142-163o183-205i210-232o287-309i322-344o367-389i409-431o435-457i470-492o	i(1-69=68)/1 o(91-95=4)/0 i(117-142=25)/0 o(163-183=20)/0 i(205-210=5)/0 o(232-287=55)/0 i(309-322=13)/0 o(344-367=23)/0 i(389-409=20)/0 o(431-435=4)/0 i(457-470=13)/0 o(492-505=13)/0 	24	19.8333
IPI00133296	SWISS-PROT Q9CR76	216	i69-91o96-118i	i(1-69=68)/1 o(91-96=5)/0 i(118-216=98)/0 	83	5
IPI00918950	TREMBL E9Q504 Q3TNX2 Q3TRX5	1111	i70-89o	i(1-70=69)/1 o(89-1111=1022)/0 	69	1022
IPI00989820	TREMBL Q3UWR6	207	i70-89o104-126i	i(1-70=69)/1 o(89-104=15)/0 i(126-207=81)/0 	75	15
IPI00221428	SWISS-PROT Q8BG16	729	i70-89o99-121i142-164o222-244i253-275o302-324i336-358o461-483i496-513o528-550i571-593o617-639i	i(1-70=69)/1 o(89-99=10)/0 i(121-142=21)/0 o(164-222=58)/0 i(244-253=9)/0 o(275-302=27)/0 i(324-336=12)/0 o(358-461=103)/0 i(483-496=13)/0 o(513-528=15)/0 i(550-571=21)/0 o(593-617=24)/0 i(639-729=90)/0 	33.5714	39.5
IPI00319980	SWISS-PROT Q9CXY1	499	i70-91o106-128i135-157o195-217i307-329o334-356i373-395o415-437i450-472o	i(1-70=69)/1 o(91-106=15)/0 i(128-135=7)/0 o(157-195=38)/0 i(217-307=90)/0 o(329-334=5)/0 i(356-373=17)/0 o(395-415=20)/0 i(437-450=13)/0 o(472-499=27)/0 	39.2	21
IPI00124836	SWISS-PROT P82349	320	i70-92o	i(1-70=69)/1 o(92-320=228)/0 	69	228
IPI00223931	SWISS-PROT Q8BGQ6-1	484	i70-92o	i(1-70=69)/1 o(92-484=392)/0 	69	392
IPI00330042	SWISS-PROT Q8K1T0-2	475	i70-92o	i(1-70=69)/1 o(92-475=383)/0 	69	383
IPI00377402	SWISS-PROT Q8BGQ6-2	467	i70-92o	i(1-70=69)/1 o(92-467=375)/0 	69	375
IPI00473883	TREMBL Q8C192	210	i70-92o	i(1-70=69)/1 o(92-210=118)/0 	69	118
IPI00474448	TREMBL Q3V2Y8	248	i70-92o	i(1-70=69)/1 o(92-248=156)/0 	69	156
IPI00648618	TREMBL A2A8T9	420	i70-92o	i(1-70=69)/1 o(92-420=328)/0 	69	328
IPI00649911	TREMBL Q3V1D2 Q6PCQ6	529	i70-92o	i(1-70=69)/1 o(92-529=437)/0 	69	437
IPI00756453	TREMBL F8WIL1	371	i70-92o	i(1-70=69)/1 o(92-371=279)/0 	69	279
IPI00854962	SWISS-PROT Q3TZM9-3	328	i70-92o	i(1-70=69)/1 o(92-328=236)/0 	69	236
IPI01008249	SWISS-PROT Q9CSV6	209	i70-92o102-120i140-162o172-194i	i(1-70=69)/1 o(92-102=10)/0 i(120-140=20)/0 o(162-172=10)/0 i(194-209=15)/0 	34.6667	10
IPI00110219	SWISS-PROT Q80UF9-2	596	i70-92o102-120i141-163o178-195i208-227o290-312i338-360o375-397i417-439o449-468i530-549o564-581i	i(1-70=69)/1 o(92-102=10)/0 i(120-141=21)/0 o(163-178=15)/0 i(195-208=13)/0 o(227-290=63)/0 i(312-338=26)/0 o(360-375=15)/0 i(397-417=20)/0 o(439-449=10)/0 i(468-530=62)/0 o(549-564=15)/0 i(581-596=15)/0 	32.2857	21.3333
IPI00880758	SWISS-PROT Q80UF9-1	596	i70-92o102-120i141-163o178-195i208-227o290-312i338-360o375-397i417-439o449-468i530-549o564-581i	i(1-70=69)/1 o(92-102=10)/0 i(120-141=21)/0 o(163-178=15)/0 i(195-208=13)/0 o(227-290=63)/0 i(312-338=26)/0 o(360-375=15)/0 i(397-417=20)/0 o(439-449=10)/0 i(468-530=62)/0 o(549-564=15)/0 i(581-596=15)/0 	32.2857	21.3333
IPI00458253	TREMBL B2RWB6 Q2HJ10	371	i70-92o102-124i137-159o174-193i220-242o252-274i	i(1-70=69)/1 o(92-102=10)/0 i(124-137=13)/0 o(159-174=15)/0 i(193-220=27)/0 o(242-252=10)/0 i(274-371=97)/0 	51.5	11.6667
IPI00117142	SWISS-PROT P13011	358	i70-92o102-124i216-235o250-272i	i(1-70=69)/1 o(92-102=10)/0 i(124-216=92)/0 o(235-250=15)/0 i(272-358=86)/0 	82.3333	12.5
IPI00134103	SWISS-PROT Q9D1R1	230	i70-92o107-126i139-161o196-218i	i(1-70=69)/1 o(92-107=15)/0 i(126-139=13)/0 o(161-196=35)/0 i(218-230=12)/0 	31.3333	25
IPI00312548	SWISS-PROT Q9JMA9	638	i70-92o107-129i134-151o229-251i260-282o311-330i343-365o402-424i445-467o477-499i520-542o557-579i	i(1-70=69)/1 o(92-107=15)/0 i(129-134=5)/0 o(151-229=78)/0 i(251-260=9)/0 o(282-311=29)/0 i(330-343=13)/0 o(365-402=37)/0 i(424-445=21)/0 o(467-477=10)/0 i(499-520=21)/0 o(542-557=15)/0 i(579-638=59)/0 	28.1429	30.6667
IPI00314573	SWISS-PROT O35219-3	820	i70-92o107-129i209-231o271-293i300-322o	i(1-70=69)/1 o(92-107=15)/0 i(129-209=80)/0 o(231-271=40)/0 i(293-300=7)/0 o(322-820=498)/0 	52	184.333
IPI00310827	SWISS-PROT P42925	194	i70-92o114-133i163-185o	i(1-70=69)/1 o(92-114=22)/0 i(133-163=30)/0 o(185-194=9)/0 	49.5	15.5
IPI00276546	TREMBL Q8BRS1	187	i70-92o126-148i	i(1-70=69)/1 o(92-126=34)/0 i(148-187=39)/0 	54	34
IPI00461470	SWISS-PROT Q68FE2	551	i70-92o126-148i290-312o372-394i401-420o	i(1-70=69)/1 o(92-126=34)/0 i(148-290=142)/0 o(312-372=60)/0 i(394-401=7)/0 o(420-551=131)/0 	72.6667	75
IPI00750217	TREMBL A1A4C2 Q3ZAQ4	839	i70-92o126-148i290-312o372-394i401-420o	i(1-70=69)/1 o(92-126=34)/0 i(148-290=142)/0 o(312-372=60)/0 i(394-401=7)/0 o(420-839=419)/0 	72.6667	171
IPI00929787	TREMBL Q14C44 Q3TAN8 Q9CWN2	293	i70-92o150-169i181-200o238-260i	i(1-70=69)/1 o(92-150=58)/0 i(169-181=12)/0 o(200-238=38)/0 i(260-293=33)/0 	38	48
IPI00126619	SWISS-PROT P51791-2	760	i70-92o155-177i198-220o225-242i255-277o327-349i370-392o440-462i469-491o506-528i535-557o	i(1-70=69)/1 o(92-155=63)/0 i(177-198=21)/0 o(220-225=5)/0 i(242-255=13)/0 o(277-327=50)/0 i(349-370=21)/0 o(392-440=48)/0 i(462-469=7)/0 o(491-506=15)/0 i(528-535=7)/0 o(557-760=203)/0 	23	64
IPI00315325	SWISS-PROT Q9CQ85	194	i70-92o174-193i	i(1-70=69)/1 o(92-174=82)/0 i(193-194=1)/0 	35	82
IPI00114839	SWISS-PROT Q99J21-1	580	i70-92o299-321i348-370o385-407i428-450o495-517i	i(1-70=69)/1 o(92-299=207)/0 i(321-348=27)/0 o(370-385=15)/0 i(407-428=21)/0 o(450-495=45)/0 i(517-580=63)/0 	45	89
IPI00453501	SWISS-PROT Q99J21-2	611	i70-92o299-321i348-370o385-407i428-450o498-520i	i(1-70=69)/1 o(92-299=207)/0 i(321-348=27)/0 o(370-385=15)/0 i(407-428=21)/0 o(450-498=48)/0 i(520-611=91)/0 	52	90
IPI00466067	TREMBL D3Z5N0	322	i70-92o96-114i126-143o171-193i206-228o	i(1-70=69)/1 o(92-96=4)/0 i(114-126=12)/0 o(143-171=28)/0 i(193-206=13)/0 o(228-322=94)/0 	31.3333	42
IPI00830296	TREMBL B0R0C0	353	i70-92o96-118i152-174o194-216i245-267o282-304i	i(1-70=69)/1 o(92-96=4)/0 i(118-152=34)/0 o(174-194=20)/0 i(216-245=29)/0 o(267-282=15)/0 i(304-353=49)/0 	45.25	13
IPI00123815	TREMBL Q9WU32	227	i71-93o	i(1-71=70)/1 o(93-227=134)/0 	70	134
IPI00131276	SWISS-PROT Q9Z2P8	102	i71-93o	i(1-71=70)/1 o(93-102=9)/0 	70	9
IPI00404586	TREMBL Q3UUB8 Q8C277	149	i71-93o	i(1-71=70)/1 o(93-149=56)/0 	70	56
IPI00459656	TREMBL Q8BXV9 Q8BZH2	101	i71-93o	i(1-71=70)/1 o(93-101=8)/0 	70	8
IPI00649689	TREMBL A2AJZ6	99	i71-93o	i(1-71=70)/1 o(93-99=6)/0 	70	6
IPI00876534	ENSEMBL ENSMUSP00000132348	100	i71-93o	i(1-71=70)/1 o(93-100=7)/0 	70	7
IPI00881846	TREMBL D3YX99	172	i71-93o	i(1-71=70)/1 o(93-172=79)/0 	70	79
IPI00927978	TREMBL B2KG18	227	i71-93o	i(1-71=70)/1 o(93-227=134)/0 	70	134
IPI00648211	TREMBL D3YZW6	127	i71-93o103-125i	i(1-71=70)/1 o(93-103=10)/0 i(125-127=2)/0 	36	10
IPI00648415	TREMBL D3Z5A3	147	i71-93o103-125i	i(1-71=70)/1 o(93-103=10)/0 i(125-147=22)/0 	46	10
IPI00650069	TREMBL D3Z7K5	238	i71-93o103-125i132-154o169-191i	i(1-71=70)/1 o(93-103=10)/0 i(125-132=7)/0 o(154-169=15)/0 i(191-238=47)/0 	41.3333	12.5
IPI00458157	SWISS-PROT Q80ZE4	345	i71-93o103-125i132-154o169-191i244-263o314-336i	i(1-71=70)/1 o(93-103=10)/0 i(125-132=7)/0 o(154-169=15)/0 i(191-244=53)/0 o(263-314=51)/0 i(336-345=9)/0 	34.75	25.3333
IPI00121153	TREMBL Q3UWK5 Q99PL7	359	i71-93o103-125i217-236o251-273i	i(1-71=70)/1 o(93-103=10)/0 i(125-217=92)/0 o(236-251=15)/0 i(273-359=86)/0 	82.6667	12.5
IPI00458088	TREMBL Q8BNZ5	344	i71-93o103-125i217-236o251-273i	i(1-71=70)/1 o(93-103=10)/0 i(125-217=92)/0 o(236-251=15)/0 i(273-344=71)/0 	77.6667	12.5
IPI00123627	SWISS-PROT Q9JL89	143	i71-93o108-130i	i(1-71=70)/1 o(93-108=15)/0 i(130-143=13)/0 	41.5	15
IPI00885977	SWISS-PROT Q3UW12-2	472	i71-93o145-167i	i(1-71=70)/1 o(93-145=52)/0 i(167-472=305)/0 	187.5	52
