ID	Description	Protein Length	TMHMM Topology	Loop Length Info	List of Sequons and Locations
Q9C0H2	TTYH3_HUMAN Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 PE=1 SV=3	523	o42-64i84-106o210-232i237-259o387-409i	o(1-42=42) i(64-84=21) o(106-210=105) i(232-237=6) o(259-387=129) i(409-523=115)	NRT(126)/o NHT(144)/o NGT(351)/o 
A2RUU4	COLL1_HUMAN Colipase-like protein 1 OS=Homo sapiens GN=CLPSL1 PE=2 SV=1	121	o4-26i	o(1-4=4) i(26-121=96)	NLT(88)/i 
A6NCL2	LRCL1_HUMAN Leucine-rich colipase-like protein 1 OS=Homo sapiens GN=LRCOL1 PE=2 SV=3	159	o4-26i	o(1-4=4) i(26-159=134)	NLS(31)/i NNS(97)/i 
O75711	SCRG1_HUMAN Scrapie-responsive protein 1 OS=Homo sapiens GN=SCRG1 PE=1 SV=1	98	o4-26i	o(1-4=4) i(26-98=73)	NFS(72)/i 
P08118	MSMB_HUMAN Beta-microseminoprotein OS=Homo sapiens GN=MSMB PE=1 SV=1	114	o4-26i	o(1-4=4) i(26-114=89)	NAS(19)/m 
Q1W4C9	ISK13_HUMAN Serine protease inhibitor Kazal-type 13 OS=Homo sapiens GN=SPINK13 PE=3 SV=1	94	o4-26i	o(1-4=4) i(26-94=69)	NVT(55)/i 
Q86YW7	GPHB5_HUMAN Glycoprotein hormone beta-5 OS=Homo sapiens GN=GPHB5 PE=1 SV=1	130	o4-26i	o(1-4=4) i(26-130=105)	NET(87)/i 
Q8NEX5	WFDC9_HUMAN Protein WFDC9 OS=Homo sapiens GN=WFDC9 PE=2 SV=1	89	o4-26i	o(1-4=4) i(26-89=64)	NHT(64)/i 
Q9BSG0	PADC1_HUMAN Protease-associated domain-containing protein 1 OS=Homo sapiens GN=PRADC1 PE=1 SV=1	188	o4-26i	o(1-4=4) i(26-188=163)	NDS(121)/i NVT(171)/i 
Q9BT56	SPXN_HUMAN Spexin OS=Homo sapiens GN=C12orf39 PE=2 SV=1	116	o4-26i	o(1-4=4) i(26-116=91)	NSS(23)/m NWT(36)/i 
Q9HBH5	RDH14_HUMAN Retinol dehydrogenase 14 OS=Homo sapiens GN=RDH14 PE=1 SV=1	336	o4-26i	o(1-4=4) i(26-336=311)	NKS(212)/i NVT(239)/i 
Q9UNK4	PA2GD_HUMAN Group IID secretory phospholipase A2 OS=Homo sapiens GN=PLA2G2D PE=1 SV=2	145	o4-26i	o(1-4=4) i(26-145=120)	NFS(89)/i 
Q9Y673	ALG5_HUMAN Dolichyl-phosphate beta-glucosyltransferase OS=Homo sapiens GN=ALG5 PE=1 SV=1	324	o4-26i	o(1-4=4) i(26-324=299)	NWT(281)/i 
P18433	PTPRA_HUMAN Receptor-type tyrosine-protein phosphatase alpha OS=Homo sapiens GN=PTPRA PE=1 SV=2	802	o4-26i143-165o	o(1-4=4) i(26-143=118) o(165-802=14)	NAT(21)/m NSS(36)/i NIT(68)/i NSS(80)/i NGT(86)/i NGT(104)/i NSS(124)/i NAS(297)/o NAS(590)/o NKS(684)/o 
Q53GQ0	DHB12_HUMAN Estradiol 17-beta-dehydrogenase 12 OS=Homo sapiens GN=HSD17B12 PE=1 SV=2	312	o4-26i182-204o272-294i	o(1-4=4) i(26-182=157) o(204-272=69) i(294-312=19)	NIS(186)/m NKS(298)/i 
P20815	CP3A5_HUMAN Cytochrome P450 3A5 OS=Homo sapiens GN=CYP3A5 PE=1 SV=1	502	o4-26i219-241o	o(1-4=4) i(26-219=194) o(241-502=19)	NVS(237)/m NET(361)/o NFS(461)/o 
Q8N4W6	DJC22_HUMAN DnaJ homolog subfamily C member 22 OS=Homo sapiens GN=DNAJC22 PE=2 SV=1	341	o4-26i31-50o81-103i105-124o139-161i186-208o218-240i	o(1-4=4) i(26-31=6) o(50-81=32) i(103-105=3) o(124-139=16) i(161-186=26) o(208-218=11) i(240-341=102)	NQT(126)/o NSS(253)/i 
B7ZAQ6	GPHRA_HUMAN Golgi pH regulator A OS=Homo sapiens GN=GPR89A PE=1 SV=2	455	o4-26i38-60o75-97i110-127o147-169i288-310o338-360i380-402o422-444i	o(1-4=4) i(26-38=13) o(60-75=16) i(97-110=14) o(127-147=21) i(169-288=120) o(310-338=29) i(360-380=21) o(402-422=21) i(444-455=12)	NSS(67)/o NVT(180)/i NLT(243)/i 
P0CG08	GPHRB_HUMAN Golgi pH regulator B OS=Homo sapiens GN=GPR89B PE=1 SV=1	455	o4-26i38-60o75-97i110-127o147-169i288-310o338-360i380-402o422-444i	o(1-4=4) i(26-38=13) o(60-75=16) i(97-110=14) o(127-147=21) i(169-288=120) o(310-338=29) i(360-380=21) o(402-422=21) i(444-455=12)	NSS(67)/o NVT(180)/i NLT(243)/i 
Q9BVK8	TM147_HUMAN Transmembrane protein 147 OS=Homo sapiens GN=TMEM147 PE=1 SV=1	224	o4-26i38-60o99-121i141-158o168-190i197-219o	o(1-4=4) i(26-38=13) o(60-99=40) i(121-141=21) o(158-168=11) i(190-197=8) o(219-224=108)	NIS(140)/i 
Q9NRX5	SERC1_HUMAN Serine incorporator 1 OS=Homo sapiens GN=SERINC1 PE=1 SV=1	453	o4-26i39-61o89-111i124-143o153-175i195-217o232-249i261-280o311-333i383-405o420-442i	o(1-4=4) i(26-39=14) o(61-89=29) i(111-124=14) o(143-153=11) i(175-195=21) o(217-232=16) i(249-261=13) o(280-311=32) i(333-383=51) o(405-420=16) i(442-453=12)	NNS(33)/i NST(34)/i NES(179)/i NTT(298)/o NNS(337)/i 
P33908	MA1A1_HUMAN Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA OS=Homo sapiens GN=MAN1A1 PE=1 SV=3	653	o4-26i42-64o	o(1-4=4) i(26-42=17) o(64-653=14)	NRT(513)/o 
P17181	INAR1_HUMAN Interferon alpha/beta receptor 1 OS=Homo sapiens GN=IFNAR1 PE=1 SV=3	557	o4-26i437-459o	o(1-4=4) i(26-437=412) o(459-557=14)	NRS(50)/i NVT(58)/i NIT(81)/i NFS(88)/i NTS(110)/i NSS(172)/i NMT(254)/i NNT(313)/i NTS(314)/i NTS(376)/i NKS(416)/i NTS(433)/i NIS(507)/o NQT(518)/o NYS(537)/o 
Q02094	RHAG_HUMAN Ammonium transporter Rh type A OS=Homo sapiens GN=RHAG PE=1 SV=2	409	o4-26i47-69o79-101i122-144o168-190i203-225o240-262i269-291o296-318i330-352o367-389i	o(1-4=4) i(26-47=22) o(69-79=11) i(101-122=22) o(144-168=25) i(190-203=14) o(225-240=16) i(262-269=8) o(291-296=6) i(318-330=13) o(352-367=16) i(389-409=21)	NIT(37)/i NAT(274)/m NTS(355)/o 
P59544	T2R50_HUMAN Taste receptor type 2 member 50 OS=Homo sapiens GN=TAS2R50 PE=2 SV=2	299	o4-26i47-69o96-118i125-147o180-202i227-249o259-281i	o(1-4=4) i(26-47=22) o(69-96=28) i(118-125=8) o(147-180=34) i(202-227=26) o(249-259=11) i(281-299=19)	NLS(101)/m NFS(112)/m NMT(161)/o 
P59541	T2R30_HUMAN Taste receptor type 2 member 30 OS=Homo sapiens GN=TAS2R30 PE=2 SV=2	319	o4-26i47-69o97-119i128-147o177-199i227-249o259-281i	o(1-4=4) i(26-47=22) o(69-97=29) i(119-128=10) o(147-177=31) i(199-227=29) o(249-259=11) i(281-319=39)	NFS(112)/m NVT(161)/o NMT(176)/o 
P59540	T2R46_HUMAN Taste receptor type 2 member 46 OS=Homo sapiens GN=TAS2R46 PE=2 SV=2	309	o4-26i47-69o97-119i128-147o177-199i231-250o260-282i	o(1-4=4) i(26-47=22) o(69-97=29) i(119-128=10) o(147-177=31) i(199-231=33) o(250-260=11) i(282-309=28)	NFS(112)/m NMT(161)/o NTT(176)/o 
O95279	KCNK5_HUMAN Potassium channel subfamily K member 5 OS=Homo sapiens GN=KCNK5 PE=1 SV=1	499	o4-26i83-102o117-139i160-182o193-215i222-244o	o(1-4=4) i(26-83=58) o(102-117=16) i(139-160=22) o(182-193=12) i(215-222=8) o(244-499=28)	NQT(77)/i 
Q15884	F1892_HUMAN Protein FAM189A2 OS=Homo sapiens GN=FAM189A2 PE=1 SV=3	450	o4-26i86-108o	o(1-4=4) i(26-86=61) o(108-450=172)	NAS(246)/o 
Q92736	RYR2_HUMAN Ryanodine receptor 2 OS=Homo sapiens GN=RYR2 PE=1 SV=3	4967	o4280-4302i4499-4518o4571-4593i4710-4732o4767-4789i4848-4867o	o(1-4280=4280) i(4302-4499=198) o(4518-4571=54) i(4593-4710=118) o(4732-4767=36) i(4789-4848=60) o(4867-4967=20)	NGS(198)/o NRS(1636)/o NMS(1952)/o NSS(2224)/o NIT(2710)/o NRT(2802)/o NVT(2830)/o NYT(3095)/o NMS(3427)/o NRT(3536)/o NST(3770)/o NNT(3864)/o NTT(3865)/o NFS(3905)/o NGT(3992)/o NET(4075)/o NLS(4104)/o NDT(4111)/o NKS(4794)/i 
Q86UE6	LRRT1_HUMAN Leucine-rich repeat transmembrane neuronal protein 1 OS=Homo sapiens GN=LRRTM1 PE=2 SV=2	522	o428-450i	o(1-428=428) i(450-522=73)	NLT(56)/o NLS(63)/o NTT(130)/o NRS(380)/o 
Q06418	TYRO3_HUMAN Tyrosine-protein kinase receptor TYRO3 OS=Homo sapiens GN=TYRO3 PE=1 SV=1	890	o429-451i	o(1-429=429) i(451-890=440)	NCS(63)/o NVT(191)/o NIT(230)/o NAS(240)/o NYS(293)/o NGT(366)/o NLT(380)/o NET(872)/i 
Q9UJA9	ENPP5_HUMAN Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 OS=Homo sapiens GN=ENPP5 PE=1 SV=1	477	o430-452i	o(1-430=430) i(452-477=26)	NKS(101)/o NES(158)/o NLT(292)/o NKS(329)/o NFS(362)/o NST(369)/o NIT(382)/o NGS(389)/o 
Q5SWX8	ODR4_HUMAN Protein odr-4 homolog OS=Homo sapiens GN=ODR4 PE=2 SV=1	454	o431-453i	o(1-431=431) i(453-454=2)	NFT(126)/o 
Q9HBW9	ELTD1_HUMAN EGF, latrophilin and seven transmembrane domain-containing protein 1 OS=Homo sapiens GN=ELTD1 PE=1 SV=3	690	o431-453i466-485o500-522i534-556o571-593i619-641o645-667i	o(1-431=431) i(453-466=14) o(485-500=16) i(522-534=13) o(556-571=16) i(593-619=27) o(641-645=5) i(667-690=24)	NCS(15)/o NCT(21)/o NLT(64)/o NCT(74)/o NKT(127)/o NNT(177)/o NST(188)/o NST(249)/o NYS(374)/o NGS(381)/o NET(395)/o 
Q5H8A4	PIGG_HUMAN GPI ethanolamine phosphate transferase 2 OS=Homo sapiens GN=PIGG PE=1 SV=1	983	o432-454i467-489o509-531i552-571o695-712i719-741o756-773i792-809o884-906i919-941o956-975i	o(1-432=432) i(454-467=14) o(489-509=21) i(531-552=22) o(571-695=125) i(712-719=8) o(741-756=16) i(773-792=20) o(809-884=76) i(906-919=14) o(941-956=16) i(975-983=9)	NWT(56)/o NVT(194)/o NQT(672)/o 
P13688	CEAM1_HUMAN Carcinoembryonic antigen-related cell adhesion molecule 1 OS=Homo sapiens GN=CEACAM1 PE=1 SV=2	526	o433-455i	o(1-433=433) i(455-526=72)	NAS(104)/o NVT(111)/o NDT(115)/o NNS(152)/o NQS(182)/o NRT(197)/o NDT(208)/o NRS(224)/o NVT(232)/o NLS(254)/o NGT(274)/o NIT(288)/o NNS(292)/o NNS(302)/o NRT(309)/o NLT(345)/o NDT(351)/o NQS(363)/o NTT(378)/o NQS(405)/o NHT(475)/i 
P21817	RYR1_HUMAN Ryanodine receptor 1 OS=Homo sapiens GN=RYR1 PE=1 SV=3	5038	o4345-4367i4559-4581o4649-4671i4790-4812o4838-4860i4919-4938o	o(1-4345=4345) i(4367-4559=193) o(4581-4649=69) i(4671-4790=120) o(4812-4838=27) i(4860-4919=60) o(4938-5038=20)	NRS(532)/o NQS(1064)/o NTT(1428)/o NWS(2774)/o NLT(3128)/o NMS(3466)/o NKS(3474)/o NTT(3908)/o NFS(3949)/o NLS(4148)/o NKS(4865)/i 
A6NMB1	SIG16_HUMAN Sialic acid-binding Ig-like lectin 16 OS=Homo sapiens GN=SIGLEC16 PE=2 SV=3	481	o435-457i	o(1-435=435) i(457-481=25)	NLS(43)/o NQS(78)/o NRT(338)/o NGT(347)/o 
P59543	T2R20_HUMAN Taste receptor type 2 member 20 OS=Homo sapiens GN=TAS2R20 PE=2 SV=2	309	o4-35i47-69o84-106i127-146o177-199i227-249o259-281i	o(1-4=4) i(35-47=13) o(69-84=16) i(106-127=22) o(146-177=32) i(199-227=29) o(249-259=11) i(281-309=29)	NFS(112)/i NVT(161)/o NLT(176)/o NKT(283)/i NQS(305)/i 
O15121	DEGS1_HUMAN Sphingolipid delta(4)-desaturase DES1 OS=Homo sapiens GN=DEGS1 PE=1 SV=1	323	o43-61i68-87o102-124i160-177o182-204i209-231o	o(1-43=43) i(61-68=8) o(87-102=16) i(124-160=37) o(177-182=6) i(204-209=6) o(231-323=29)	NHS(81)/m 
Q12918	KLRB1_HUMAN Killer cell lectin-like receptor subfamily B member 1 OS=Homo sapiens GN=KLRB1 PE=1 SV=1	225	o43-65i	o(1-43=43) i(65-225=161)	NKT(83)/i NNS(116)/i NFS(157)/i NGS(169)/i 
Q86VF5	MOGT3_HUMAN 2-acylglycerol O-acyltransferase 3 OS=Homo sapiens GN=MOGAT3 PE=1 SV=1	341	o43-65i	o(1-43=43) i(65-341=277)	NFS(126)/i 
Q9BXN2	CLC7A_HUMAN C-type lectin domain family 7 member A OS=Homo sapiens GN=CLEC7A PE=1 SV=1	247	o43-65i	o(1-43=43) i(65-247=183)	NHS(91)/i 
Q8NG04	S2610_HUMAN Solute carrier family 26 member 10 OS=Homo sapiens GN=SLC26A10 PE=2 SV=1	563	o43-65i116-138o153-175i352-374o	o(1-43=43) i(65-116=52) o(138-153=16) i(175-352=178) o(374-563=155)	NLS(102)/i NIS(384)/o 
Q8NGV6	OR5H6_HUMAN Olfactory receptor 5H6 OS=Homo sapiens GN=OR5H6 PE=2 SV=2	325	o43-65i72-94o114-136i156-178o220-242i254-276o291-308i	o(1-43=43) i(65-72=8) o(94-114=21) i(136-156=21) o(178-220=43) i(242-254=13) o(276-291=16) i(308-325=18)	NAT(21)/o 
Q8NGR1	O13A1_HUMAN Olfactory receptor 13A1 OS=Homo sapiens GN=OR13A1 PE=2 SV=2	328	o43-65i77-96o116-138i158-180o222-244i256-278o293-310i	o(1-43=43) i(65-77=13) o(96-116=21) i(138-158=21) o(180-222=43) i(244-256=13) o(278-293=16) i(310-328=19)	NQT(23)/o 
P35346	SSR5_HUMAN Somatostatin receptor type 5 OS=Homo sapiens GN=SSTR5 PE=1 SV=3	364	o43-65i77-99o124-146i158-180o195-226i248-270o285-307i	o(1-43=43) i(65-77=13) o(99-124=26) i(146-158=13) o(180-195=16) i(226-248=23) o(270-285=16) i(307-364=58)	NAS(13)/o NRT(26)/o NAS(187)/o 
P46089	GPR3_HUMAN G-protein coupled receptor 3 OS=Homo sapiens GN=GPR3 PE=1 SV=1	330	o43-65i78-100o110-132i153-175o195-217i245-267o277-299i	o(1-43=43) i(65-78=14) o(100-110=11) i(132-153=22) o(175-195=21) i(217-245=29) o(267-277=11) i(299-330=32)	NVS(20)/o 
Q8NGR9	OR1N2_HUMAN Olfactory receptor 1N2 OS=Homo sapiens GN=OR1N2 PE=2 SV=2	330	o43-65i78-100o115-137i157-179o214-236i255-277o292-309i	o(1-43=43) i(65-78=14) o(100-115=16) i(137-157=21) o(179-214=36) i(236-255=20) o(277-292=16) i(309-330=22)	NQT(22)/o NLS(82)/m 
Q86W33	TPRA1_HUMAN Transmembrane protein adipocyte-associated 1 OS=Homo sapiens GN=TPRA1 PE=1 SV=1	373	o43-65i78-100o120-142i151-173o193-215i228-250o263-285i	o(1-43=43) i(65-78=14) o(100-120=21) i(142-151=10) o(173-193=21) i(215-228=14) o(250-263=14) i(285-373=89)	NGS(11)/o NIS(23)/o NST(361)/i 
Q8TDU9	RL3R2_HUMAN Relaxin-3 receptor 2 OS=Homo sapiens GN=RXFP4 PE=1 SV=1	374	o43-65i78-100o120-142i155-177o209-231i250-272o282-304i	o(1-43=43) i(65-78=14) o(100-120=21) i(142-155=14) o(177-209=33) i(231-250=20) o(272-282=11) i(304-374=71)	NTS(5)/o NAS(17)/o NST(280)/o 
P61073	CXCR4_HUMAN C-X-C chemokine receptor type 4 OS=Homo sapiens GN=CXCR4 PE=1 SV=1	352	o43-65i78-96o111-132i155-174o199-221i242-264o284-306i	o(1-43=43) i(65-78=14) o(96-111=16) i(132-155=24) o(174-199=26) i(221-242=22) o(264-284=21) i(306-352=47)	NYT(11)/o NVS(176)/o 
Q9NPB9	CCRL1_HUMAN C-C chemokine receptor type 11 OS=Homo sapiens GN=CCRL1 PE=1 SV=1	350	o43-65i78-99o114-133i154-176o200-222i242-259o291-310i	o(1-43=43) i(65-78=14) o(99-114=16) i(133-154=22) o(176-200=25) i(222-242=21) o(259-291=33) i(310-350=41)	NQS(6)/o NGT(19)/o NMS(276)/o 
O95992	CH25H_HUMAN Cholesterol 25-hydroxylase OS=Homo sapiens GN=CH25H PE=1 SV=1	272	o43-65i86-108o123-145i	o(1-43=43) i(65-86=22) o(108-123=16) i(145-272=128)	NCS(5)/o NSS(163)/i NVT(189)/i 
Q13635	PTC1_HUMAN Protein patched homolog 1 OS=Homo sapiens GN=PTCH1 PE=1 SV=2	1447	o437-459i471-493o503-522i543-565o575-597i751-770o790-807i1027-1049o1054-1076i1083-1105o1120-1142i1149-1171o	o(1-437=437) i(459-471=13) o(493-503=11) i(522-543=22) o(565-575=11) i(597-751=155) o(770-790=21) i(807-1027=221) o(1049-1054=6) i(1076-1083=8) o(1105-1120=16) i(1142-1149=8) o(1171-1447=6)	NYT(141)/o NST(312)/o NST(349)/o NST(414)/o NVT(555)/m NGS(875)/i NYT(1000)/i 
Q685J3	MUC17_HUMAN Mucin-17 OS=Homo sapiens GN=MUC17 PE=1 SV=2	4493	o4392-4414i	o(1-4392=4392) i(4414-4493=80)	NLS(471)/o NTT(696)/o NST(898)/o NTT(1345)/o NST(1364)/o NST(1717)/o NST(1741)/o NST(2077)/o NST(2194)/o NHT(2818)/o NMS(3344)/o NSS(3496)/o NST(3614)/o NTT(4116)/o NHS(4205)/o NIT(4236)/o NAT(4267)/o NTT(4297)/o NIT(4305)/o 
Q8NET8	TRPV3_HUMAN Transient receptor potential cation channel subfamily V member 3 OS=Homo sapiens GN=TRPV3 PE=1 SV=2	790	o439-461i484-506o521-543i548-570o590-609i652-674o	o(1-439=439) i(461-484=24) o(506-521=16) i(543-548=6) o(570-590=21) i(609-652=44) o(674-790=221)	NIT(452)/m NVS(683)/o NNS(770)/o 
P04843	RPN1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1	607	o440-459i	o(1-440=440) i(459-607=149)	NNS(220)/o NVS(299)/o 
O15389	SIGL5_HUMAN Sialic acid-binding Ig-like lectin 5 OS=Homo sapiens GN=SIGLEC5 PE=1 SV=1	551	o440-462i	o(1-440=440) i(462-551=90)	NCS(100)/o NLT(210)/o NVS(231)/o NTS(253)/o NAT(289)/o NLS(328)/o NSS(375)/o NSS(384)/o NSS(393)/o 
Q7Z4F1	LRP10_HUMAN Low-density lipoprotein receptor-related protein 10 OS=Homo sapiens GN=LRP10 PE=1 SV=2	713	o441-463i	o(1-441=441) i(463-713=251)	NCT(56)/o NVT(111)/o NVT(193)/o NAT(299)/o 
Q07954	LRP1_HUMAN Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens GN=LRP1 PE=1 SV=2	4544	o4421-4443i	o(1-4421=4421) i(4443-4544=102)	NCS(114)/o NSS(136)/o NRS(185)/o NET(239)/o NIS(274)/o NRT(357)/o NST(446)/o NGT(729)/o NAT(928)/o NCT(1050)/o NNT(1154)/o NTS(1155)/o NCS(1195)/o NHT(1218)/o NVT(1511)/o NRT(1558)/o NTT(1575)/o NVT(1616)/o NGT(1645)/o NIS(1723)/o NRT(1733)/o NHT(1763)/o NST(1825)/o NDT(1933)/o NGS(1995)/o NVS(2048)/o NGS(2117)/o NAT(2127)/o NDT(2472)/o NCS(2502)/o NSS(2521)/o NFS(2539)/o NKT(2601)/o NSS(2620)/o NCS(2638)/o NST(2815)/o NAS(2905)/o NYT(3048)/o NGS(3089)/o NKT(3264)/o NCT(3333)/o NCT(3488)/o NNT(3662)/o NAS(3788)/o NNT(3839)/o NIS(3953)/o NGT(4075)/o NLT(4125)/o NGT(4179)/o NNS(4278)/o NST(4279)/o NCT(4364)/o NFT(4501)/i 
P98164	LRP2_HUMAN Low-density lipoprotein receptor-related protein 2 OS=Homo sapiens GN=LRP2 PE=1 SV=3	4655	o4424-4446i	o(1-4424=4424) i(4446-4655=210)	NTS(159)/o NCT(178)/o NNT(299)/o NTS(300)/o NDS(341)/o NDS(388)/o NVS(463)/o NTT(866)/o NNT(1064)/o NST(1144)/o NCT(1186)/o NLS(1327)/o NGT(1340)/o NDS(1383)/o NGS(1464)/o NGT(1496)/o NLT(1550)/o NQS(1675)/o NRT(1810)/o NRS(2055)/o NTT(2177)/o NRT(2224)/o NHS(2407)/o NRT(2499)/o NSS(2547)/o NAT(2781)/o NNT(2809)/o NTS(2810)/o NCS(2947)/o NCT(2987)/o NCT(3125)/o NLT(3211)/o NKT(3257)/o NNT(3315)/o NKS(3355)/o NTT(3446)/o NCT(3564)/o NFT(3680)/o NCT(3978)/o NLS(4068)/o NKS(4327)/o 
O75022	LIRB3_HUMAN Leukocyte immunoglobulin-like receptor subfamily B member 3 OS=Homo sapiens GN=LILRB3 PE=2 SV=3	631	o442-464i	o(1-442=442) i(464-631=168)	NMT(139)/o NFT(280)/o NLS(301)/o NVT(340)/o 
P32927	IL3RB_HUMAN Cytokine receptor common subunit beta OS=Homo sapiens GN=CSF2RB PE=1 SV=2	897	o443-465i	o(1-443=443) i(465-897=433)	NVT(58)/o NTS(191)/o NVT(346)/o NGS(489)/i 
Q8NEC5	CTSR1_HUMAN Cation channel sperm-associated protein 1 OS=Homo sapiens GN=CATSPER1 PE=1 SV=3	780	o443-465i486-508o583-605i612-629o644-666i	o(1-443=443) i(465-486=22) o(508-583=76) i(605-612=8) o(629-644=16) i(666-780=115)	NLS(158)/o NLT(442)/o 
Q9H221	ABCG8_HUMAN ATP-binding cassette sub-family G member 8 OS=Homo sapiens GN=ABCG8 PE=1 SV=1	673	o443-465i497-519o534-556i569-591o640-662i	o(1-443=443) i(465-497=33) o(519-534=16) i(556-569=14) o(591-640=50) i(662-673=12)	NLS(90)/o NLT(160)/o NLS(579)/m NLT(619)/o 
Q6DD88	ATLA3_HUMAN Atlastin-3 OS=Homo sapiens GN=ATL3 PE=1 SV=1	541	o444-466i468-490o	o(1-444=444) i(466-468=3) o(490-541=14)	NLS(173)/o NGS(312)/o NGS(432)/o NST(520)/o 
Q8IZF7	GP111_HUMAN Probable G-protein coupled receptor 111 OS=Homo sapiens GN=GPR111 PE=2 SV=1	708	o444-466i486-508o523-545i558-580o605-627i648-670o	o(1-444=444) i(466-486=21) o(508-523=16) i(545-558=14) o(580-605=26) i(627-648=22) o(670-708=74)	NLT(21)/o NIS(220)/o NWT(252)/o NSS(260)/o NFT(305)/o NDT(313)/o NVT(358)/o 
Q9NZR2	LRP1B_HUMAN Low-density lipoprotein receptor-related protein 1B OS=Homo sapiens GN=LRP1B PE=1 SV=2	4599	o4445-4467i	o(1-4445=4445) i(4467-4599=133)	NST(134)/o NRS(190)/o NGS(220)/o NGS(313)/o NRT(360)/o NGT(443)/o NGT(725)/o NGS(758)/o NGT(829)/o NHS(883)/o NQT(919)/o NCT(1041)/o NGT(1089)/o NDT(1145)/o NKT(1209)/o NQS(1298)/o NVS(1502)/o NRS(1549)/o NGT(1636)/o NGT(1754)/o NKT(1816)/o NDT(1921)/o NGS(1983)/o NGS(2105)/o NDT(2458)/o NCS(2488)/o NSS(2507)/o NRS(2549)/o NNT(2626)/o NST(2647)/o NNT(2802)/o NSS(2892)/o NYT(3034)/o NGS(3066)/o NGS(3076)/o NQS(3164)/o NRT(3310)/o NCT(3316)/o NNS(3682)/o NNT(3877)/o NDT(3894)/o NYS(3906)/o NCT(4017)/o NGT(4204)/o NCT(4381)/o NWS(4420)/o NYS(4556)/i 
P41968	MC3R_HUMAN Melanocortin receptor 3 OS=Homo sapiens GN=MC3R PE=1 SV=3	323	o44-63i76-98o118-140i161-183o188-210i244-266o281-303i	o(1-44=44) i(63-76=14) o(98-118=21) i(140-161=22) o(183-188=6) i(210-244=35) o(266-281=16) i(303-323=21)	NAS(2)/o NGS(16)/o NQS(28)/o 
P15382	KCNE1_HUMAN Potassium voltage-gated channel subfamily E member 1 OS=Homo sapiens GN=KCNE1 PE=1 SV=1	129	o44-66i	o(1-44=44) i(66-129=64)	NTT(5)/o NMS(26)/o 
Q5QGZ9	CL12A_HUMAN C-type lectin domain family 12 member A OS=Homo sapiens GN=CLEC12A PE=1 SV=3	265	o44-66i	o(1-44=44) i(66-265=200)	NSS(14)/o NIS(80)/i NIS(88)/i NIS(98)/i NLS(105)/i NAS(165)/i NSS(210)/i 
Q14940	SL9A5_HUMAN Sodium/hydrogen exchanger 5 OS=Homo sapiens GN=SLC9A5 PE=1 SV=2	896	o44-66i73-95o135-157i170-192o202-224i244-266o281-303i363-385o400-418i430-449o	o(1-44=44) i(66-73=8) o(95-135=41) i(157-170=14) o(192-202=11) i(224-244=21) o(266-281=16) i(303-363=61) o(385-400=16) i(418-430=13) o(449-896=8)	NET(199)/o NIS(319)/i NQS(792)/o 
Q5NUL3	FFAR4_HUMAN Free fatty acid receptor 4 OS=Homo sapiens GN=FFAR4 PE=1 SV=2	377	o44-66i75-97o112-134i155-177o209-231i283-305o315-337i	o(1-44=44) i(66-75=10) o(97-112=16) i(134-155=22) o(177-209=33) i(231-283=53) o(305-315=11) i(337-377=41)	NRT(21)/o NMT(338)/i 
P21918	DRD5_HUMAN D(1B) dopamine receptor OS=Homo sapiens GN=DRD5 PE=1 SV=2	477	o44-66i78-100o115-136i156-178o227-249i294-316o	o(1-44=44) i(66-78=13) o(100-115=16) i(136-156=21) o(178-227=50) i(249-294=46) o(316-477=41)	NGT(7)/o NMT(74)/i NWT(199)/o NRT(222)/o NSS(351)/o NIS(388)/o 
P49286	MTR1B_HUMAN Melatonin receptor type 1B OS=Homo sapiens GN=MTNR1B PE=2 SV=1	362	o44-66i78-100o115-137i157-179o204-226i254-276o289-311i	o(1-44=44) i(66-78=13) o(100-115=16) i(137-157=21) o(179-204=26) i(226-254=29) o(276-289=14) i(311-362=52)	NGS(4)/o NIT(130)/m 
Q15761	NPY5R_HUMAN Neuropeptide Y receptor type 5 OS=Homo sapiens GN=NPY5R PE=2 SV=2	445	o44-66i78-100o115-137i157-179o207-229i366-388o403-425i	o(1-44=44) i(66-78=13) o(100-115=16) i(137-157=21) o(179-207=29) i(229-366=138) o(388-403=16) i(425-445=21)	NKT(10)/o NNT(17)/o NLT(150)/i NLT(256)/i NHS(307)/i 
P25929	NPY1R_HUMAN Neuropeptide Y receptor type 1 OS=Homo sapiens GN=NPY1R PE=2 SV=1	384	o44-66i78-100o115-137i157-179o214-236i263-285o300-322i	o(1-44=44) i(66-78=13) o(100-115=16) i(137-157=21) o(179-214=36) i(236-263=28) o(285-300=16) i(322-384=63)	NST(2)/o NHS(11)/o NFS(17)/o NVT(73)/i NLS(81)/m NVT(186)/o 
